Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,Positioning,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,5G bands,Dual,,_1,Triple,Features_1,SAR EU,256GB 8GB RAM,Models,128GB 6GB RAM,64GB 4GB RAM,128GB 8GB RAM,128GB 4GB RAM,Quad,Performance,Display,Camera,Loudspeaker_1,Battery (old),Build,Audio quality,SAR,Phonebook,Call records,Messaging,Games,Java,GPRS,EDGE,Protection,32GB 3GB RAM,Stand-by,Talk time,Browser,Music play
Nokia,Nokia C1 2nd Edition,https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-2nd-edition.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2021, July 05","Available. Released 2021, August 27",148 x 71.8 x 9.3 mm (5.83 x 2.83 x 0.37 in),154 g (5.43 oz),Nano-SIM + Nano-SIM,TFT LCD,"5.45 inches, 76.7 cm2 (~72.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 11 (Go edition),Unisoc SC7731e,Quad-core 1.3 GHz Cortex-A7,Mali-400 MP2,microSDXC,16GB 1GB RAM,5 MP,LED flash,720p@30fps,5 MP,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,"Blue, Purple",About 50 EUR,,,eMMC 5.1,,,LED flash,0.60 W/kg (head)     1.44 W/kg (body),,TA-1380,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
Nokia,Nokia 105 4G,https://fdn2.gsmarena.com/vv/bigpic/nokia-105-4g.jpg,GSM / HSPA / LTE,GSM 900 / 1800,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM,"1, 3, 5, 7, 8, 20 - KSA, EG, SSA, Rest of APAC","HSPA, LTE","2021, June 15","Available. Released 2021, July 15",121 x 50 x 14.5 mm (4.76 x 1.97 x 0.57 in),80.2 g (2.82 oz),Nano-SIMNano-SIM + Nano-SIM,"TFT LCD, 65K colors","1.8 inches, 10.0 cm2 (~16.6% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~111 ppi density)",,,,,No,48MB 128MB RAM,,,,,,Yes,Yes,No,No,No,No,Wireless FM radio,microUSB 2.0,,"Li-Ion 1020 mAh, removable",,"Black, Blue, Red",About 40 EUR,,,"HSDPA 850 / 900 / 2100 - APAC, EU, MENA, CN",MP3 player Readout assist,,,1.32 W/kg (head)     1.78 W/kg (body),,"TA-1393, TA-1385, TA-1381, TA-1378, TA-1375",,,,,,,,,,,,,1.32 W/kg (head)     1.35 W/kg (body),Yes,Yes,SMS,Yes,No,,,,,,,,
Nokia,Nokia C20 Plus,https://fdn2.gsmarena.com/vv/bigpic/nokia-c20-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 8, 34, 38, 29, 40, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2021, June 11","Available. Released 2021, June 16",165.4 x 75.9 x 9.4 mm (6.51 x 2.99 x 0.37 in),204.7 g (7.23 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"6.5 inches, 102.0 cm2 (~81.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Android 11 (Go edition),Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC,32GB 3GB RAM,5 MP,LED flash,720p@30fps,,720p,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 4950 mAh, removable",10W wired,"Ocean Blue, Graphite black",About 90 EUR,,"8 MP 2 MP, (depth)",eMMC 5.1,,,,,,"TA-1388, TA-1380",,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia G10,https://fdn2.gsmarena.com/vv/bigpic/nokia-g10.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100 - ROW,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - ROW","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2021, April 08","Available. Released 2021, April 26",164.9 x 76 x 9.2 mm (6.49 x 2.99 x 0.36 in),194 g (6.84 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"6.52 inches, 102.6 cm2 (~81.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 11, upgradable to Android 13",Mediatek MT6762G Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 3GB RAM, 64GB 4GB RAM","8 MP, (wide)","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity",Li-Po 5050 mAh,10W wired,"Dusk, Night",About 110 EUR,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM,eMMC 5.1,"13 MP, (wide), AF 2 MP, (macro) 2 MP, (depth)",,0.46 W/kg (head)     1.51 W/kg (body),,"TA-1334, TA-1351, TA-1346, TA-1338",,,,,,,,,,,,,1.06 W/kg (head)     1.51 W/kg (body),,,,,,,,,,,,,
Nokia,Nokia C20,https://fdn2.gsmarena.com/vv/bigpic/nokia-c20.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100 - International,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2021, April 08","Available. Released 2021, June 06",169.9 x 77.9 x 8.8 mm (6.69 x 3.07 x 0.35 in),191 g (6.74 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"6.52 inches, 102.6 cm2 (~77.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",Android 11 (Go edition),Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM, 32GB 2GB RAM",5 MP,"LED flash, HDR",720p@30fps,5 MP,720p,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, removable",,"Sand, Dark Blue",About 80 EUR,,,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM, Brazil",eMMC 5.1,,LED flash,0.43 W/kg (head)     1.55 W/kg (body),,"TA-1339, TA-1348, TA-1352, TA-1356",,,,,,,,,,,,,0.74 W/kg (head)     1.16 W/kg (body),,,,,,,,,,,,,
Nokia,Nokia C10,https://fdn2.gsmarena.com/vv/bigpic/nokia-c10.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,HSPA 42.2/5.76 Mbps,"2021, April 08","Available. Released 2021, June 29",169.9 x 77.9 x 8.8 mm (6.69 x 3.07 x 0.35 in),191 g (6.74 oz),Nano-SIM + Nano-SIM,"IPS LCD, 400 nits (typ)","6.52 inches, 102.6 cm2 (~77.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",Android 11 (Go edition),Unisoc SC7331E (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400 MP2,microSDXC (dedicated slot),"16GB 1GB RAM, 16GB 2GB RAM, 32GB 1GB RAM, 32GB 2GB RAM","5 MP, f/2.2","LED flash, HDR",720p@30fps,"5 MP, f/2.2",720p,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3000 mAh, removable",,"Gray, Light Purple",About 80 EUR,,,eMMC 5.1,,,LED flash,0.36 W/kg (head)     1.44 W/kg (body),,TA-1342,,,,,,,,,,,,,,,,,,,,,Panda Glass,,,,,
Nokia,Nokia C1 Plus,https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 2100 - International, APAC","1, 3, 7, 8, 20, 28 - International","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, December 15","Available. Released 2021, January 29",149.1 x 71.2 x 8.8 mm (5.87 x 2.80 x 0.35 in),146 g (5.15 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"5.45 inches, 76.7 cm2 (~72.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 10 (Go edition),,Quad-core 1.4 GHz,,microSDXC (dedicated slot),16GB 1GB RAM,5 MP,"LED flash, HDR",720p@30fps,5 MP,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,"Blue, Red",About 70 EUR,,,HSDPA 850 / 1700(AWS) / 1900 / 900 - LATAM,eMMC 5.1,,"LED flash, HDR",,,TA-1312,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
Nokia,Nokia C2 Tennen,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-tennen.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900,LTE,"HSPA 21.1/5.76 Mbps, LTE, Cat6 300/50 Mbps","2020, May 29","Available. Released 2020, June 15",150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in),180 g (6.35 oz),Nano-SIM,IPS LCD,"5.45 inches, 76.7 cm2 (~70.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 10,Mediatek MT6761 Helio A22 (16 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,"16GB 2GB RAM, 32GB 2GB RAM",5 MP,"LED flash, HDR, panorama",1080p@30fps,,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,USB Type-C 2.0,"Accelerometer, proximity","Li-Po 3000 mAh, removable",10W wired,Steel,About 60 EUR,,"8 MP, AF 2 MP",eMMC 5.1,,,,,,,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
Nokia,Nokia C2 Tava,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-tava.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900,LTE,"HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps","2020, May 29","Available. Released 2020, May 29",150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in),180 g (6.35 oz),Nano-SIM,IPS LCD,"5.45 inches, 76.7 cm2 (~70.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 10,Mediatek MT6761 Helio A22 (16 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,"16GB 2GB RAM, 32GB 2GB RAM",5 MP,"LED flash, HDR, panorama",1080p@30fps,,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,USB Type-C 2.0,"Accelerometer, proximity","Li-Po 3000 mAh, removable",10W wired,Tempered Blue,About 100 EUR,,"8 MP, AF 2 MP",eMMC 5.1,,,,,,,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
Nokia,Nokia C2,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 2100 - Africa, ME, APAC","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Africa, ME, APAC","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, March 16","Available. Released 2020, March 22",154.8 x 75.6 x 8.9 mm (6.09 x 2.98 x 0.35 in),161 g (5.68 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"5.7 inches, 83.8 cm2 (~71.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 9.0 Pie (Go edition),Unisoc (28 nm),Quad-core 1.4 GHz,,microSDXC (dedicated slot),16GB 1GB RAM,"5 MP, f/2.2, AF","LED flash, HDR",720p@30fps,5 MP,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2800 mAh, removable",,"Cyan, Black",,,,HSDPA 900 / 2100 - Saudi Arabia,eMMC 5.1,,LED flash,,,,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,,,,,,
Nokia,Nokia C1,https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2019, December 11","Available. Released 2020, December 11",147.6 x 71.4 x 8.7 mm (5.81 x 2.81 x 0.34 in),155 g (5.47 oz),Nano-SIM + Nano-SIM,IPS LCD,"5.45 inches, 76.7 cm2 (~72.7% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~197 ppi density)",Android 9.0 Pie (Go edition),,Quad-core 1.3 GHz,,microSDXC (dedicated slot),16GB 1GB RAM,"5 MP, f/2.4, AF",LED flash,720p@30fps,5 MP,720p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,"Black, Red",About 50 EUR,,,eMMC 5.1,,,LED flash,0.40 W/kg (head)     1.30 W/kg (body),,TA-1165,,,,,,,,,,,"Glass front, plastic back, plastic frame",,,,,,,,,,Yes,,,,,
Nokia,Nokia 105 (2019),https://fdn2.gsmarena.com/vv/bigpic/nokia-105-2019.jpg,GSM,GSM 900 / 1800,,,,"2019, July","Available. Released 2019, September",119 x 49.2 x 14.4 mm (4.69 x 1.94 x 0.57 in),73 g (2.57 oz),"Dual SIM (Mini-SIM, dual stand-by)","TFT LCD, 65K colors","1.77 inches, 9.7 cm2 (~16.6% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~113 ppi density)",,,,,No,4MB 4MB RAM,,,,,,Yes,Yes,No,No,No,No,FM radio,microUSB 1.1 (charging only),,"Li-Ion 800 mAh, removable",,"Black, Blue, Pink",About 10 EUR,,,Flashlight,No,,,1.50 W/kg (head)     1.38 W/kg (body),,"TA-1203, TA-1174, TA-1010, TA-1034",,,,,,,,,,,,,,Yes,Yes,SMS,Yes,No,No,No,,,Up to 619 h,Up to 14 h 24 min,,
Nokia,Nokia 105 (2017),https://fdn2.gsmarena.com/vv/bigpic/nokia-105-2017.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,,"2017, July","Available. Released 2017, August",112 x 49.5 x 14.4 mm (4.41 x 1.95 x 0.57 in),73 g (2.57 oz),"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.8 inches, 10.0 cm2 (~18.1% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~111 ppi density)",,,,,No,4MB 4MB RAM,,,,,,Yes,Yes,No,No,No,No,FM radio,microUSB 2.0 (charging only),,"Li-Ion 800 mAh, removable",,"Black, Blue, White",About 20 EUR,,,GSM 850 / 1900,No,,,1.50 W/kg (head)     1.38 W/kg (body),,TA-1010,,,,,,,,,,,,,,Yes,Yes,SMS,Yes,No,No,No,,,,,,
Nokia,Nokia 105 Dual SIM (2015),https://fdn2.gsmarena.com/vv/bigpic/nokia-105-ds-2015.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"2015, June. Released 2015, June",Discontinued,108.5 x 45.5 x 14.1 mm (4.27 x 1.79 x 0.56 in),69.6 g (2.47 oz),"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.4 inches, 6.3 cm2 (~12.8% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~129 ppi density)",,,,,No,4MB RAM,,,,,,Yes,Yes,No,No,No,No,FM radio,microUSB 2.0 (charging only),,"Li-Ion 800 mAh, removable",,"Black, Cyan, White",About 20 EUR,,,Flashlight,Calculator Reminders Calendar,,,,,,,,,,,,,,,,,,,2000 contacts,Yes,SMS,Yes,No,No,No,,,Up to 600 h,Up to 15 h,,
Nokia,Nokia 105 (2015),https://fdn2.gsmarena.com/vv/bigpic/nokia-105-2015.jpg,GSM,GSM 900 / 1800,,,,"2015, June. Released 2015, June",Discontinued,108.5 x 45.5 x 14.1 mm (4.27 x 1.79 x 0.56 in),69.8 g (2.47 oz),Mini-SIM,"TFT, 65K colors","1.4 inches, 6.3 cm2 (~12.8% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~129 ppi density)",,,,,No,4MB RAM,,,,,,Yes,Yes,No,No,No,No,FM radio,microUSB 2.0 (charging only),,"Li-Ion 800 mAh, removable",,"Black, Cyan, White",About 20 EUR,,,Flashlight,Calculator Reminders Calendar,,,,,,,,,,,,,,,,,,,2000 contacts,Yes,SMS,Yes,No,No,No,,,Up to 840 h,Up to 15 h,,
Nokia,Nokia 105,https://fdn2.gsmarena.com/vv/bigpic/nokia-105.jpg,GSM,GSM 900 / 1800,,,,"2013, February. Released 2013, May",Discontinued,"107 x 44.8 x 14.3 mm, 64 cc (4.21 x 1.76 x 0.56 in)",70 g (2.47 oz),Mini-SIM,"TFT, 65K colors","1.45 inches, 6.8 cm2 (~14.1% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~125 ppi density)",,,,,No,8MB 384 kB,,,,,,Yes,Yes,No,No,No,No,FM radio,Proprietary (charging only),,"Li-Ion 800 mAh, removable (BL-5CB)",,"Black, Cyan",About 20 EUR,,,Flashlight,Digital clock Calculator Calendar Converter Expense manager,,,1.48 W/kg (head),,,,,,,,,,,,,,,,500 contacts,Yes,SMS,Yes,Yes,No,No,,,Up to 840 h,Up to 12 h 30 min,,
Nokia,Nokia C2-05,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-05.jpg,GSM,GSM 900 / 1800,,,,"2011, October. Released 2011, December",Discontinued,"99.4 x 47.8 x 16.3 mm, 59.5 cc (3.91 x 1.88 x 0.64 in)",98.5 g (3.46 oz),Mini-SIM,"TFT, 65K colors","2.0 inches, 12.4 cm2 (~26.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSDHC (dedicated slot),64MB,VGA,,Yes,,,Yes,Yes,No,"2.1, A2DP, EDR",No,,"FM radio, recording",microUSB 2.0,,Removable Li-Ion 860 mAh battery (BL-4C),,"Dynamic Gray, Peacock Blue, Pink",About 60 EUR,,,GSM 850 / 1900,"Facebook, Twitter applications MP4/H.263 player MP3/eAAC+ player Nokia Maps Organizer Voice memo Predictive text input",,,0.60 W/kg (head),,,,,,,,,,,,,,,,"1000 entries, Photocall",Yes,"SMS(threaded view), MMS, Email, IM",Yes + downloadable,"Yes, MIDP 2.1",Class 12,Class 12,,,Up to 600 h,Up to 5 h,,
Nokia,Nokia C2-06,https://fdn2.gsmarena.com/vv/bigpic/Nokia-C2-06-graphite.jpg,GSM,GSM 900 / 1800 - SIM1 & SIM 2,,,,"2011, June. Released 2011, November",Discontinued,103 x 51.4 x 17 mm (4.06 x 2.02 x 0.67 in),115 g (4.06 oz),Dual SIM (Mini-SIM),"TFT resistive touchscreen, 65K colors","2.6 inches, 20.9 cm2 (~39.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,"microSDHC (dedicated slot), 2 GB included",10MB,2 MP,,QCIF@15fps,,,Yes,Yes,No,"2.1, EDR",No,,"FM radio, recording (selected markets)",microUSB 2.0,,Removable Li-Ion 1020 mAh battery (BL-5C),,Graphite,About 110 EUR,,,GSM 850 / 1900 - SIM1 & SIM 2,MP4/H.264 player MP3/AAC/WAV player Organizer Voice memo Predictive text input,,,0.61 W/kg (head),,,,,,,,,,,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, Push Email",Yes + downloadable,"Yes, MIDP 2.1",Class 12,Class 12,,,Up to 400 h,Up to 5 h,"WAP 2.0/xHTML, Adobe Flash Lite",Up to 37 h
Nokia,Nokia C2-03,https://fdn2.gsmarena.com/vv/bigpic/Nokia-C2-03-white-light-gold.jpg,GSM,GSM 900 / 1800 - SIM1 & SIM 2,,,,"2011, June. Released 2011, September",Discontinued,103 x 51.4 x 17 mm (4.06 x 2.02 x 0.67 in),115 g (4.06 oz),Dual SIM (Mini-SIM),"TFT resistive touchscreen, 65K colors","2.6 inches, 20.9 cm2 (~39.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,"microSDHC (dedicated slot), 2 GB included",10MB,2 MP,,QCIF@15fps,,,Yes,Yes,No,2.1,No,,"FM radio, recording (selected markets)",microUSB 2.0,,Removable Li-Ion 1020 mAh battery (BL-5C),,"Chrome Black, Golden White",About 70 EUR,,,GSM 850 / 1900 - SIM1 & SIM 2,MP4/H.264 player MP3/AAC/WAV player Organizer Voice memo Predictive text input,,,0.61 W/kg (head),,,,,,,,,,,Voice 74dB / Noise 72dB / Ring 75dB,,,Noise -83.2dB / Crosstalk -80.1dB,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, Push Email",Yes + downloadable,"Yes, MIDP 2.1",Class 12,Class 12,,,Up to 400 h,Up to 5 h,"WAP 2.0/xHTML, Adobe Flash Lite",Up to 37 h
Nokia,Nokia C2-02,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-02.jpg,GSM,GSM 900 / 1800,,,,"2011, June. Released 2011, August",Discontinued,103 x 51.4 x 17 mm (4.06 x 2.02 x 0.67 in),115 g (4.06 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.6 inches, 20.9 cm2 (~39.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,"microSDHC (dedicated slot), 2 GB included",10MB,2 MP,,QCIF@15fps,,,Yes,Yes,No,"2.1, A2DP",No,,"FM radio, recording (selected markets)",microUSB 2.0,,Removable Li-Ion 1020 mAh battery (BL-5C),,"Chrome Black, Golden White",About 70 EUR,,,GSM 850 / 1900,"MP4/H.264 player MP3/AAC/WAV player SNS integration (Facebook, Twitter, Flickr) Nokia Maps Organizer Voice memo Predictive text input",,,0.60 W/kg (head),,,,,,,,,,,Voice 75dB / Noise 72dB / Ring 75dB,,,Noise -83.3dB / Crosstalk -80.7dB,0.68 W/kg (head)     0.55 W/kg (body),"1000 entries, Photocall",Yes,"SMS, MMS, Email, Push Email",Yes + downloadable,"Yes, MIDP 2.1",Class 12,Class 12,,,Up to 600 h,Up to 5 h,"WAP 2.0/xHTML, Adobe Flash Lite",Up to 37 h
Nokia,Nokia C2-01,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-01-ofic.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,UMTS 850 / 1900 / 2100,,"Yes, 384 kbps","2010, November. Released 2011, March",Discontinued,"109.8 x 46.9 x 15.3 mm, 78.8 cc (4.32 x 1.85 x 0.60 in)",89 g (3.14 oz),Mini-SIM,"TFT,  256K colors","2.0 inches, 12.4 cm2 (~24.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSDHC (dedicated slot),43MB 64MB RAM 128MB ROM,3.15 MP,,320p@15fps,,,Yes,Yes,No,"2.1, A2DP, EDR",No,,"Stereo FM radio, RDS",microUSB 2.0,,Removable Li-Ion 1020 mAh battery (BL-5C),,"Black, Warm silver, White",About 70 EUR,,,UMTS 900 / 2100  / 1900,MP4/H.264 player MP3/WAV/WMA/eAAC+ player Organizer Voice memo/dial/commands Predictive text input,,,1.20 W/kg (head),,,,,,,,,,Photo,Voice 72dB / Noise 66dB / Ring 79dB,,,Noise -87.3dB / Crosstalk -88.8dB,1.33 W/kg (head)     0.83 W/kg (body),"2000 entries, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.1",,,,,Up to 396 h (2G) / Up to 456 h (3G),Up to 8 h 40 min (2G) / Up to 4 h 30 min (3G),"WAP 2.0/xHTML, HTML, Adobe Flash Lite",Up to 34 h
